cLabel,cDesc,cSize,cGenes,cScorePheno,pValZ,pValZCorr,pValPerm,pValPermCorr
GO:0031965,"nuclear membrane",145,"SLC29A2, MATR3, GCHFR, GTF3C3, SENP2, ATP11B, BCL2, RNF13, SUN1, STAU2, EPHA3, ZNF383, IL15RA, PHF8, SPAG4, TMC8, PRICKLE1, DPY19L2, TMEM120B, ZMPSTE24, WDFY3, VAPA, TMEM18, CCNI, RBM15, NUP85, TMEM176B, OSBPL6, PAFAH1B1, NUP205, PRKG2, CCND1, TNKS, ITPR1, TRIM27, DNAJC1, MYOF, CMTM3, RRP12, LMNB2, TEPSIN, SMAD3, SYNE4, MRGPRF, STX1A, ANXA4, PTGS2, YBX1, SENP1, IFFO1, PAK1, NUTF2, KCNH1, GRK5, SIRT1, TEX2, TMEM97, P2RX6, AQP1, ADRA1B, SPIN1, MPL, DHCR7, NUP54, LMNA, DPY19L1, P2RX4, RNF6, TPR, SORT1, PSEN2, TXNL4A, GNAQ, ZBED1, DUSP2, ENO1, GTPBP4, P2RX5, NAV3, NRXN1, FAM169A, SDCBP, SCAI, DPY19L3, ATP5MF, MINDY3, NOS1AP, SNCA, TAF3, TXLNG, TMEM38B, ALOX5, OSBPL3, IFI27, TOR1AIP2, FZR1, ITPR3, HPN, LEMD3, TMEM201, TMEM120A, ITGB4, SHISA5, CLCC1, CNEP1R1, MTDH, NSMF, NUP35, SH3BGRL2, MACO1, TMC6, LRPPRC, SEPHS1, PRNP, OSBPL8, SLC16A3, AAAS, PRICKLE2, ADRA1A, NDC1, JPT1, RIF1, SMAD1, INPP4A, RANBP2, TM7SF2, SYNE1, EPC1, TMPO, EDNRB, APEH, AKAP6, TMX4, CLMN, ZBTB1, SUN2, TMEM38A, ALOX5AP, DNAJC2, TMEM109, NUDT1, PLCB1, LYPLA1, MX1, C9orf72",0.0275990478259494,0.0229663043469678,0.384104200761369,0.028,0.362576271186441
GO:0072669,"tRNA-splicing ligase complex",7,"FAM98C, DDX1, ZBTB8OS, C2orf49, RTCB, FAM98B, FAM98A",0.0800531018943539,0.0231165797798526,0.384104200761369,0.0179,0.333551219512195
GO:0098688,"parallel fiber to Purkinje cell synapse",13,"UNC13C, GRIA3, KCNJ3, ATP2B2, CNTN6, P2RX6, ATP2B3, CBLN1, SYNJ1, PLCB4, GRID2, CALB2, SLC16A3",0.0534618888231609,0.0231979024645564,0.384104200761369,0.0213,0.349257142857143
GO:0008180,"COP9 signalosome",6,"COPS4, THEMIS, COPS9, TESPA1, LAT, COPS5",0.109565411462113,0.0235308558384862,0.384104200761369,0.011,0.300142857142857
GO:0005769,"early endosome",200,"CLN6, EPHA4, NF2, CORO1A, INPP4A, MTMR4, LDLRAP1, TMEM230, SLC30A10, TFRC, HLA-B, EPHB1, RAB22A, ARRDC3, PARM1, NAPEPLD, MYO1D, KIAA0319, SH3GL1, DNER, PMEPA1, VPS29, ACKR3, ERBB2, CD274, DIAPH2, HLA-F, BACE1, CLCN5, RNF157, HLA-DRA, ARC, VTI1B, LDLR, MR1, SNX7, NTRK2, WDFY4, VPS35, WASHC4, PLD3, PDLIM4, GGA2, NRP1, APH1A, RABGEF1, TLR4, LAPTM4B, KREMEN2, SORCS2, MELTF, MTMR2, RAB29, MYO5A, FGD5, SNX3, HLA-H, APPL1, SORT1, ASTN2, RAB11FIP5, GPNMB, SPHK1, MAGEL2, ANXA1, USP10, EHD1, LDLRAD4, CXCR4, RAPGEF1, VPS11, KCNQ1, PTP4A1, WLS, HYAL3, HAVCR2, RNF11, STAMBP, PACSIN2, SH3GL3, USP8, STX7, WDR91, GJA1, SNX8, ANKFY1, CLCN4, KCNH1, VAMP8, ATP11B, CD8B, FIG4, CHMP1A, CLN3, SYNDIG1, NSG2, TGFBRAP1, CLVS1, HMGB1, INPP5B, VPS26B, STX12, CLVS2, WDR81, DERL2, RFTN1, SNX2, DERL1, PRDX3, RABEP2, ZFYVE9, KIF16B, TRIM27, MLC1, NCSTN, MAPK3, MAPK1, OCRL, GRIA1, APOE, SNX30, HSD17B6, MIB2, GGA3, LNPEP, WASHC2A, RPS6KC1, ACKR1, LMTK2, ATP6V0D1, CNTNAP2, ABCB6, ANXA2, ADRB1, SIAH1, TMEM127, RASGEF1B, NISCH, INPP5F, STX8, DBNL, SORL1, TF, TPCN1, NSG1, TRAK2, SNX12, NIPA1, SNX13, RET, SNX21, NEURL1B, B2M, ATP9A, WASHC2C, ABCA7, RAP1GAP, TLR3, LAMP5, RCC2, STEAP2, RAB4A, EPHA3, MAP2K2, RAB31, CLIP3, VPS41, GPER1, RAB32, HLA-G, PTP4A2, TMEM163, HLA-C, ADRB2, SLC9A6, ANKRD27, LITAF, WDFY2, PICK1, OSBPL6, WASHC3, TMEM9B, WASHC1, RUBCN, ZFYVE28, ATP11A, RND2, SLC39A14, TMEM165, MYO1B, VAMP3, CACNG7, TBC1D16, SLC15A4, STAM2, ATP13A3, TMEM108, MAP2K1, SIAH2, EHD2",0.0311170749082716,0.0236294469054769,0.384104200761369,0.0138,0.30147027027027
GO:0042827,"platelet dense granule",6,"CLEC3B, SELENOP, ITPR1, ECM1, CD63, RAB27B",0.0691729300454829,0.0249428358147973,0.397006803385523,0.0144,0.30147027027027
GO:0044327,"dendritic spine head",9,"SRGAP2, HPCA, MX2, PPP1R9B, DNM3, PPP1R1B, MX1, GPER1, NRGN",0.0509144363185527,0.0263665740597879,0.411103317993428,0.0197,0.341253333333333
GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",9,"ATP6V1C1, ATP6V1E2, ATP6V1E1, ATP5F1B, ATP5F1A, ATP6V1H, ATP6V1A, ATP6V1B2, ATP6AP1L",0.084709945353008,0.0281413787345293,0.425524646319621,0.0223,0.349257142857143
GO:0098799,"outer mitochondrial membrane protein complex",12,"MTX3, TOMM40, TOMM6, DNAJC11, TOMM40L, MFN1, TOMM5, MTX2, IMMT, CHCHD3, CHCHD6, HSPA9",0.0720788178813002,0.0284054410501318,0.425524646319621,0.026,0.362576271186441
GO:0030673,"axolemma",11,"ROBO2, THY1, ANK1, CNTNAP2, KCNC1, MYO1D, ADORA1, KCNC2, KCNJ11, GABBR1, EPB41L3",0.0849091986336764,0.029138611444912,0.428113445075246,0.0241,0.362576271186441
