"labels","5HT1a_cumi_hc8_beliveau","5HT1b_p943_hc65_gallezot","5HT2a_cimbi_hc29_beliveau","5HT4_sb20_hc59_beliveau","5HT6_gsk_hc30_radhakrishnan","5HTT_dasb_hc100_beliveau","GABAa-bz_flumazenil_hc16_norgaard","NMDA_ge179_hc29_galovic"
"7Networks_LH_SomMot_9",35.2008881424413,1.0936933033284,54.0791729371556,2.24185592063214,0.490602367287068,4.66970688057802,680.042672956398,5.79889338423866
"7Networks_LH_SomMot_10",36.6312130981591,0.910427960696796,55.6697366730429,2.51713715203489,0.500845832429292,6.2229673255729,926.169625886729,7.34989047561772
"7Networks_LH_SomMot_11",35.5893546325771,1.03993645202369,53.9172560246421,2.4521952604496,0.503078264007345,5.00106875329441,741.931624815038,5.78071584283032
"7Networks_LH_SomMot_12",29.6797457396094,1.10202658026482,47.5872618831805,1.8620781038531,0.438613179910228,4.21060166074269,676.446727174841,5.81251259332536
"7Networks_LH_SomMot_13",30.6227340137257,0.962238944503592,45.8664036675182,1.82443278433417,0.296365793975547,4.71096333091521,584.533891174059,4.6057799152396
"7Networks_LH_SomMot_14",25.2165496660315,1.00633832105066,43.9663851833524,1.62005532599126,0.397543562159699,4.7304303326093,806.577603266148,6.84190512915125
"7Networks_LH_SomMot_15",30.0924474212359,0.939650885124152,47.0599200410663,2.06549177552169,0.420217072717393,4.71673328651572,733.262642992674,6.28420871681208
"7Networks_LH_SomMot_16",25.7653810510138,0.9562385778818,47.3544562100234,1.73691025763326,0.342625277808074,4.16444857018819,668.828275657662,5.95442609242978
"7Networks_LH_SomMot_17",22.8480578191706,0.886007675599331,43.7981325070258,1.49352436456237,0.358874275809378,4.77136350843901,757.457032404169,6.31947185613546
"7Networks_LH_SomMot_18",31.0231270610966,0.843572728332914,49.1534123872815,1.91960798158629,0.402541210070541,6.72203472517897,744.805730051683,6.60943338700876
"7Networks_LH_SomMot_19",20.8057471366576,0.836164427968748,40.0050558190287,1.42819530949181,0.316399435599938,3.99994837170766,686.584549504053,6.7159753906553
"7Networks_LH_SomMot_20",20.1554148087653,0.723071204867318,40.6771242188902,1.4006516710187,0.195093718866613,4.68780665936824,638.991568653854,5.3064186679953
"7Networks_LH_SomMot_21",22.2588151619147,0.591837815929637,39.4194616222777,1.59853715619606,0.192507430591027,4.58663448703734,600.925064172769,4.788058514738
"7Networks_LH_SomMot_22",16.7127108035115,0.840215474033647,37.4445563601909,1.34810341448434,0.355354873795112,4.73524733047701,667.687350500198,6.73200389408225
"7Networks_LH_SomMot_23",24.6072611320989,0.754907979268462,38.2535172902468,1.67371782878247,0.427823628355923,5.38032544580034,680.630695932461,6.50865637361365
"7Networks_LH_SomMot_24",24.9940754527777,0.743433004181388,41.6609224238866,1.59560335404436,0.339875206034608,5.29811084841339,680.187744140625,6.58865471633679
"7Networks_LH_SomMot_25",26.8642622831261,0.891934586167631,49.2174959493817,1.7523716351526,0.354965700717655,4.47835014695224,731.858919202667,6.74513691926299
"7Networks_LH_SomMot_26",18.6462371705158,0.717524093050939,38.2506889021474,1.39085304814444,0.269891656052893,3.85195881596725,602.110348149568,5.9641743331538
